class,difficulty,helpfulness,professor,date
MATH536,4,1,Jinguo Lian,2018-04-23
MATH331,4,2,Jinguo Lian,2018-04-04
MATH132,3,4,Jinguo Lian,2017-01-25
MATH131,2,5,Jinguo Lian,2017-01-04
MATH131,5,1,Jinguo Lian,2017-01-03
MATH131,3,4,Jinguo Lian,2016-10-31
MATH331,1,5,Jinguo Lian,2016-05-12
MATH331,3,5,Jinguo Lian,2016-05-08
MATH331,2,5,Jinguo Lian,2016-04-06
MATH131,3,4,Jinguo Lian,2016-01-18
MATH131,3,4,Jinguo Lian,2016-01-12
MATH131,4,4,Jinguo Lian,2015-12-20
CALC131,2,3,Jinguo Lian,2015-11-05
MATH233,1,4,Jinguo Lian,2015-09-09
233,3,3,Jinguo Lian,2015-05-13
MATH233,3,4,Jinguo Lian,2015-05-04
233,3,5,Jinguo Lian,2015-04-07
131,2,3,Jinguo Lian,2015-02-19
MATH131,2,3,Jinguo Lian,2015-02-19
131,2,3,Jinguo Lian,2015-01-01
MATH131,3,2,Jinguo Lian,2014-12-23
MATH331,2,5,Jinguo Lian,2014-12-23
131,2,4,Jinguo Lian,2014-12-08
MATH331,3,5,Jinguo Lian,2014-12-06
331,2,5,Jinguo Lian,2014-11-03
MATH331,1,5,Jinguo Lian,2014-08-11
MATH233,1,5,Jinguo Lian,2014-08-11
MATH331,1,4,Jinguo Lian,2014-05-09
CALC132,2,5,Jinguo Lian,2014-04-01
MATH131,3,5,Jinguo Lian,2012-12-05
CALCG,3,4,Jinguo Lian,2012-11-30
MATH233,4,3,Jinguo Lian,2012-11-09
MATH127,4,1,Jinguo Lian,2012-05-14
MAT127,3,4,Jinguo Lian,2012-02-02
MATH127,3,4,Jinguo Lian,2012-01-26
MATH233,3,5,Jinguo Lian,2011-10-28
MATH132,4,5,Jinguo Lian,2011-09-20
MATH233,3,2,Jinguo Lian,2011-03-22
MATH131,4,5,Jinguo Lian,2011-01-08
MATH233,3,4,Jinguo Lian,2010-12-08
MATH233,3,5,Jinguo Lian,2010-10-03
MATH132,5,1,Jinguo Lian,2010-05-19
MATH233,3,1,Jinguo Lian,2010-04-06
MATH131,3,1,Jinguo Lian,2010-03-22
MATH131,3,5,Jinguo Lian,2010-01-04
MATH131,1,5,Jinguo Lian,2009-12-01
MATH233,4,1,Jinguo Lian,2009-11-19
MATH233,1,3,Jinguo Lian,2009-11-17
POLS1602,3,5,Vincent Moscardelli,2018-01-13
POLS1602,4,4,Vincent Moscardelli,2014-12-06
POLS1060,5,2,Vincent Moscardelli,2009-04-13
POLIS101,3,5,Vincent Moscardelli,2008-04-22
POL308,4,2,Vincent Moscardelli,2008-04-02
PS306,3,2,Vincent Moscardelli,2007-12-09
POLSC101,1,4,Vincent Moscardelli,2007-12-04
POLSC101,2,5,Vincent Moscardelli,2007-11-11
POLI305,2,5,Vincent Moscardelli,2007-01-11
POLIS100,5,3,Vincent Moscardelli,2006-12-19
POLSI100,3,4,Vincent Moscardelli,2006-11-28
POL101,3,5,Vincent Moscardelli,2006-11-27
POLSC305,3,5,Vincent Moscardelli,2006-09-25
POLCI101,5,1,Vincent Moscardelli,2006-08-31
POLISCI101,5,5,Vincent Moscardelli,2006-08-01
POLSCI101,4,4,Vincent Moscardelli,2006-06-04
POLSCI305,3,5,Vincent Moscardelli,2006-06-01
POLSCI101,2,4,Vincent Moscardelli,2006-05-31
POLISCI101,5,3,Vincent Moscardelli,2006-05-21
POLSCI305,3,5,Vincent Moscardelli,2006-05-10
POLSCI305,3,5,Vincent Moscardelli,2006-05-08
POLITICS305,4,5,Vincent Moscardelli,2006-01-12
POLISCI101,5,1,Vincent Moscardelli,2006-01-06
POLSCI101,1,5,Vincent Moscardelli,2005-12-27
POLISCI101,5,1,Vincent Moscardelli,2005-12-20
POLISCI101,1,5,Vincent Moscardelli,2005-12-14
POLISCI101,1,5,Vincent Moscardelli,2005-12-02
POLISCI101,3,4,Vincent Moscardelli,2005-11-29
POLISCI101,3,5,Vincent Moscardelli,2005-11-20
POLSCI101,3,4,Vincent Moscardelli,2005-11-16
101,3,4,Vincent Moscardelli,2005-09-16
POLISCI101,4,5,Vincent Moscardelli,2005-08-31
AMERPOL,4,4,Vincent Moscardelli,2005-05-17
POLISCI101,3,3,Vincent Moscardelli,2005-01-19
POLISCI101,2,4,Vincent Moscardelli,2004-12-21
POLISCI101,4,3,Vincent Moscardelli,2004-12-02
POLYSCI100,2,3,Vincent Moscardelli,2004-11-30
POLISCI101,3,3,Vincent Moscardelli,2004-11-23
POLSCI703,3,5,Vincent Moscardelli,2004-11-17
POLSCI10,1,5,Vincent Moscardelli,2004-10-16
POLSCI305,4,5,Vincent Moscardelli,2004-10-15
POLSCI,1,5,Vincent Moscardelli,2003-08-23
POLSCI305,3,5,Vincent Moscardelli,2003-04-30
POLSCI305,3,5,Vincent Moscardelli,2003-04-22
POLSCI100,3,4,Vincent Moscardelli,2003-04-21
POLISCI100,5,5,Vincent Moscardelli,2003-04-21
PS101,3,5,Vincent Moscardelli,2003-04-20
POLSCI100,4,5,Vincent Moscardelli,2003-04-20
POSCI101H,4,4,Vincent Moscardelli,2003-04-20
POLSCI100,3,5,Vincent Moscardelli,2003-04-19
POLSCI101,4,5,Vincent Moscardelli,2003-04-19
POLSC305,5,5,Vincent Moscardelli,2003-04-17
POLSCI305,3,5,Vincent Moscardelli,2003-04-17
101305,2,5,Vincent Moscardelli,2003-04-15
POLSCI101,3,5,Vincent Moscardelli,2003-04-07
POLISCI10,4,5,Vincent Moscardelli,2003-02-23
101,4,5,Vincent Moscardelli,2003-02-22
POLSCI101,3,5,Vincent Moscardelli,2003-01-26
POLISCI10,5,5,Vincent Moscardelli,2003-01-19
POLSCI101,2,1,Vincent Moscardelli,2002-12-18
101,5,5,Vincent Moscardelli,2002-12-17
POLSCI305,3,5,Vincent Moscardelli,2002-12-15
POLISCI10,4,5,Vincent Moscardelli,2002-12-15
POLSCI101,4,5,Vincent Moscardelli,2002-12-15
101,4,5,Vincent Moscardelli,2002-12-15
101,2,5,Vincent Moscardelli,2002-12-15
POLSCI101,2,5,Vincent Moscardelli,2002-12-14
POL305,3,5,Vincent Moscardelli,2002-12-14
POLSCI101,4,5,Vincent Moscardelli,2002-12-12
POLSCI11,3,2,Vincent Moscardelli,2002-12-10
POLSCI305,4,5,Vincent Moscardelli,2002-12-09
POLSCI101,4,5,Vincent Moscardelli,2002-12-08
101,4,5,Vincent Moscardelli,2002-12-08
POLISCI10,4,5,Vincent Moscardelli,2002-12-07
POL101,4,5,Vincent Moscardelli,2002-12-07
POLSCI101,4,5,Vincent Moscardelli,2002-11-01
POLSCI305,4,5,Vincent Moscardelli,2002-01-16
BIO151,4,1,Jeff Laney,2023-07-19
BIO151,5,1,Jeff Laney,2023-06-17
BIO151,5,1,Jeff Laney,2023-05-22
BIO151,5,1,Jeff Laney,2023-05-20
BIO151,3,1,Jeff Laney,2023-05-16
BIO151,2,5,Jeff Laney,2023-01-07
BIO151,5,1,Jeff Laney,2022-11-22
BIO151,5,1,Jeff Laney,2022-10-13
BIO151,5,1,Jeff Laney,2022-06-29
BIO151,5,1,Jeff Laney,2022-06-29
BIO151,5,1,Jeff Laney,2022-06-28
BIO151,5,1,Jeff Laney,2022-06-22
BIO151,5,1,Jeff Laney,2022-05-20
BIOL151,5,1,Jeff Laney,2022-05-14
BIO151,5,1,Jeff Laney,2022-05-11
BIO151,5,1,Jeff Laney,2022-05-11
BIO284,5,1,Jeff Laney,2022-05-04
BIO151,4,1,Jeff Laney,2022-05-02
BIOL151,5,1,Jeff Laney,2022-04-29
BIO151,5,1,Jeff Laney,2022-04-28
BIO151,5,1,Jeff Laney,2022-04-19
BIO151,4,2,Jeff Laney,2022-03-01
BIO151,4,1,Jeff Laney,2022-02-28
BIO151,5,1,Jeff Laney,2022-02-17
BIO583,5,1,Jeff Laney,2022-01-25
BIO151,5,1,Jeff Laney,2021-12-26
GENETICS284,5,1,Jeff Laney,2021-12-23
BIO583,5,1,Jeff Laney,2021-12-23
BIO583,4,1,Jeff Laney,2021-12-21
BIO151,5,1,Jeff Laney,2021-05-11
BIO151,4,1,Jeff Laney,2021-05-11
BIO151,2,5,Jeff Laney,2021-05-07
BIO151,4,1,Jeff Laney,2021-05-06
BIO583,5,4,Jeff Laney,2021-05-01
BIOLOGY151,4,5,Jeff Laney,2021-04-30
BIO151,5,1,Jeff Laney,2021-04-12
BIO151,4,1,Jeff Laney,2021-03-26
BIO151,5,1,Jeff Laney,2021-03-26
BIO151,5,1,Jeff Laney,2021-03-26
BIO151,5,1,Jeff Laney,2021-03-26
BIO151,5,1,Jeff Laney,2020-07-03
BIO151,5,2,Jeff Laney,2020-05-17
BIO151,5,4,Jeff Laney,2020-05-14
BIO151,5,1,Jeff Laney,2020-05-04
BIO151,5,1,Jeff Laney,2020-05-04
BIO151,5,1,Jeff Laney,2020-04-27
BIO151,4,1,Jeff Laney,2020-04-26
BIO151,5,1,Jeff Laney,2020-04-24
BIO151,5,1,Jeff Laney,2020-03-10
BIO151,5,1,Jeff Laney,2020-03-03
BIO151,4,1,Jeff Laney,2020-02-25
BIOL151,4,5,Jeff Laney,2020-02-05
BIO284,5,1,Jeff Laney,2019-12-16
BIOL284,5,1,Jeff Laney,2019-12-12
BIO151,4,1,Jeff Laney,2019-06-11
BIO151,5,1,Jeff Laney,2019-05-02
BIO151,4,1,Jeff Laney,2019-05-01
BIO151,4,1,Jeff Laney,2019-03-21
BIO151,4,1,Jeff Laney,2019-03-11
BIO151,5,1,Jeff Laney,2019-03-05
BIO284,3,2,Jeff Laney,2019-01-04
BIO284,5,2,Jeff Laney,2018-10-16
BIO284,4,2,Jeff Laney,2018-10-15
BIO284,4,5,Jeff Laney,2018-09-06
BIO151,5,1,Jeff Laney,2018-05-16
BIO151,5,1,Jeff Laney,2018-05-16
BIO151,3,4,Jeff Laney,2018-05-14
BIO151,4,1,Jeff Laney,2018-05-12
BIO284,5,2,Jeff Laney,2018-05-05
BIOLOGY151,5,1,Jeff Laney,2018-05-04
BIO284,3,5,Jeff Laney,2018-04-27
BIO284,4,5,Jeff Laney,2018-04-25
BIO151,4,1,Jeff Laney,2018-04-03
BIO151,4,1,Jeff Laney,2018-02-18
BIO151,4,1,Jeff Laney,2018-02-17
BIO284,4,2,Jeff Laney,2017-12-17
ETHICS,5,3,Peter Graham,2024-11-10
PHIL160,2,4,Peter Graham,2024-11-04
PHIL160,4,5,Peter Graham,2024-08-07
PHIL160,5,2,Peter Graham,2024-07-23
PHIL160,3,4,Peter Graham,2024-05-06
ETHICS,5,3,Peter Graham,2024-04-24
PHIL160,3,4,Peter Graham,2023-06-27
PHIL160,5,1,Peter Graham,2023-03-21
PHIL164,1,5,Peter Graham,2022-07-20
PHIL160H,4,1,Peter Graham,2022-07-14
PHIL160,5,1,Peter Graham,2022-05-11
PHIL160,4,3,Peter Graham,2022-05-04
PHIL160,4,5,Peter Graham,2022-04-22
PHIL160,3,4,Peter Graham,2022-04-20
PHIL160,5,1,Peter Graham,2022-04-20
PHIL100,5,1,Peter Graham,2022-03-27
PHIL100,4,2,Peter Graham,2022-03-01
PHIL164,3,2,Peter Graham,2022-01-12
PHIL160,3,5,Peter Graham,2021-12-16
PHIL164,4,1,Peter Graham,2021-12-10
PHIL164,3,1,Peter Graham,2021-12-08
PHIL391,3,2,Peter Graham,2020-12-02
PHIL160H,3,2,Peter Graham,2020-11-25
PHIL100,2,3,Peter Graham,2020-01-27
PHIL560,2,5,Peter Graham,2019-12-10
PHIL100,2,3,Peter Graham,2019-05-02
PHIL100,3,4,Peter Graham,2019-04-11
ETHICS,2,4,Peter Graham,2018-12-01
PHIL164,3,2,Peter Graham,2018-04-03
PHIL164,4,1,Peter Graham,2018-02-23
PHIL164,3,4,Peter Graham,2018-01-19
PHIL164,2,3,Peter Graham,2018-01-11
PHIL164,4,5,Peter Graham,2017-12-20
PHIL164,4,3,Peter Graham,2017-11-16
PHIL164,4,2,Peter Graham,2017-05-03
PHIL164,3,3,Peter Graham,2016-04-29
PHIL164,2,3,Peter Graham,2016-04-20
PHIL164,5,1,Peter Graham,2016-03-28
PHIL164,5,1,Peter Graham,2016-02-17
PHIL164,3,3,Peter Graham,2016-02-01
PHIL164,3,4,Peter Graham,2016-01-07
PHIL164,4,3,Peter Graham,2015-12-15
MEDICALETHICS,4,3,Peter Graham,2015-05-16
PHIL160,4,3,Peter Graham,2015-04-16
PHIL100,4,3,Peter Graham,2015-04-08
PHIL164,3,4,Peter Graham,2015-04-06
PHIL100,3,4,Peter Graham,2015-03-23
PHIL100,3,4,Peter Graham,2015-03-12
PHIL100,3,3,Peter Graham,2014-12-04
PHILO100,2,5,Peter Graham,2013-11-04
PHIL100,1,5,Peter Graham,2013-01-24
PHILOB,2,4,Peter Graham,2013-01-19
PHIL100,2,4,Peter Graham,2012-12-27
PHIL499,4,5,Peter Graham,2012-05-25
PHILA,4,4,Peter Graham,2011-12-28
PHIL100,2,4,Peter Graham,2011-12-16
PHIL100,3,4,Peter Graham,2011-12-13
PHIL100,2,5,Peter Graham,2011-12-13
PHIL100,2,4,Peter Graham,2011-12-12
PHIL160,5,4,Peter Graham,2011-01-27
PHIL160,2,4,Peter Graham,2010-12-07
PHIL160,2,5,Peter Graham,2010-12-05
PHIL100,2,5,Peter Graham,2010-04-26
PHIL100,5,4,Peter Graham,2009-12-24
PHIL100,2,5,Peter Graham,2009-12-22
PHIL100B,1,4,Peter Graham,2009-12-10
PHIL100,2,5,Peter Graham,2009-12-03
PHIL160,2,4,Peter Graham,2008-11-19
PHIL106,1,3,Peter Graham,2008-09-02
PHIL160,4,5,Peter Graham,2007-12-24
PHIL160,4,3,Peter Graham,2007-12-06
PHIL160,2,5,Peter Graham,2007-11-26
PHIL160,5,4,Peter Graham,2007-10-25
PHIL106,1,4,Peter Graham,2007-08-11
PHIL160,5,1,Peter Graham,2007-08-06
PHIL160,3,4,Peter Graham,2007-04-24
PHIL160H,4,5,Peter Graham,2007-02-11
PHIL160H,2,5,Peter Graham,2006-12-13
BIO283,1,5,Jennifer Coleman,2016-01-09
BIOCHEM275,2,2,Jennifer Coleman,2016-01-04
BIO275,5,3,Jennifer Coleman,2015-12-07
BIO398,5,5,Jennifer Coleman,2013-04-04
INTROBIOS,5,2,Jennifer Coleman,2013-04-04
BIO101,4,3,Jennifer Coleman,2012-08-28
BIO101,4,5,Jennifer Coleman,2012-05-03
BIO101,4,5,Jennifer Coleman,2012-04-02
BIO100,4,5,Jennifer Coleman,2012-02-09
BIO100,5,3,Jennifer Coleman,2012-01-15
BIO100,4,4,Jennifer Coleman,2012-01-09
BIO100,3,4,Jennifer Coleman,2011-12-20
BIO100,3,3,Jennifer Coleman,2011-12-16
BIO100,4,5,Jennifer Coleman,2011-12-01
BIO100,3,5,Jennifer Coleman,2011-11-28
BIO100,2,5,Jennifer Coleman,2011-11-09
BIO283,3,4,Jennifer Coleman,2011-05-23
BIO283,3,4,Jennifer Coleman,2011-05-23
BIO100,2,5,Jennifer Coleman,2010-12-30
BIO100,4,5,Jennifer Coleman,2010-06-03
BIO100,5,4,Jennifer Coleman,2010-04-12
BIO100,2,5,Jennifer Coleman,2010-03-31
BIO100,4,5,Jennifer Coleman,2010-03-20
BIO100,4,5,Jennifer Coleman,2010-01-06
BIO100,5,5,Jennifer Coleman,2009-12-24
BIO100,5,4,Jennifer Coleman,2009-12-22
BIO100,4,3,Jennifer Coleman,2009-12-20
BIO100,3,5,Jennifer Coleman,2009-12-11
BIO100,3,3,Jennifer Coleman,2009-12-01
BIO100,3,5,Jennifer Coleman,2009-11-23
BIO100,4,5,Jennifer Coleman,2009-11-20
BIO100,5,4,Jennifer Coleman,2009-10-28
BIO283,3,3,Jennifer Coleman,2009-05-23
BIO283,3,5,Jennifer Coleman,2009-05-16
BIO100,3,4,Jennifer Coleman,2009-05-10
BIO283,4,2,Jennifer Coleman,2009-04-11
BIO100,5,1,Jennifer Coleman,2009-01-27
BIO100,4,4,Jennifer Coleman,2009-01-27
BIO100,3,4,Jennifer Coleman,2008-12-31
BIO100,3,4,Jennifer Coleman,2008-12-11
BIO100,3,5,Jennifer Coleman,2008-11-25
BIO283,4,5,Jennifer Coleman,2008-11-06
BIO100,3,5,Jennifer Coleman,2008-11-04
BIO100,4,5,Jennifer Coleman,2008-11-03
BIO100,3,4,Jennifer Coleman,2008-09-30
BIO100,3,4,Jennifer Coleman,2008-09-11
BIO283,5,2,Jennifer Coleman,2008-04-15
BIO100,4,5,Jennifer Coleman,2008-02-27
BIO100,4,3,Jennifer Coleman,2008-01-07
BIO283,4,5,Jennifer Coleman,2008-01-02
BIO100,2,5,Jennifer Coleman,2007-08-02
BIO283,3,5,Jennifer Coleman,2007-05-29
BIO100,4,5,Jennifer Coleman,2007-04-27
BIO283,3,5,Jennifer Coleman,2007-01-30
BIO100,4,5,Jennifer Coleman,2006-11-25
BIO100,2,4,Jennifer Coleman,2006-11-25
BIO100,3,5,Jennifer Coleman,2006-11-12
BIO100,4,1,Jennifer Coleman,2006-05-09
BIO100,3,5,Jennifer Coleman,2006-02-03
BIO283,4,5,Jennifer Coleman,2006-01-03
BIO283,5,1,Jennifer Coleman,2005-12-18
BIOLOGY283,3,1,Jennifer Coleman,2005-12-18
BIOLOGY283,3,5,Jennifer Coleman,2005-12-16
BIO283,1,4,Jennifer Coleman,2005-12-10
285,4,2,Jennifer Coleman,2005-10-17
100,3,4,Jennifer Coleman,2005-10-15
BIO100,2,5,Jennifer Coleman,2005-10-13
100,3,1,Jennifer Coleman,2005-09-26
BIO100,4,2,Jennifer Coleman,2005-09-07
BIO283,3,5,Jennifer Coleman,2005-04-27
BIO100,2,4,Jennifer Coleman,2005-01-22
BIO100,5,2,Jennifer Coleman,2005-01-14
BIO100,1,2,Jennifer Coleman,2004-12-16
BIO100,1,5,Jennifer Coleman,2004-12-04
BIO100,5,4,Jennifer Coleman,2004-12-02
STOCKSCH105,4,3,Stephen Simkins,2024-10-11
SOILS105,4,2,Stephen Simkins,2024-07-23
STOCKSCH105,4,2,Stephen Simkins,2024-06-17
STOCKSCH105,4,4,Stephen Simkins,2024-02-04
SOIL105,4,3,Stephen Simkins,2023-12-28
SOILS105,3,4,Stephen Simkins,2023-12-06
STOCKSCH105,4,3,Stephen Simkins,2023-12-04
STOCKSCH105,4,2,Stephen Simkins,2023-11-08
STOCKSCH105,5,2,Stephen Simkins,2023-10-06
STOCKSCH105,5,2,Stephen Simkins,2023-05-17
SOILS105,4,2,Stephen Simkins,2022-12-16
ENVISCI315,5,2,Stephen Simkins,2022-09-15
ENVISCI315,3,1,Stephen Simkins,2022-05-07
INTROSOILS105,4,4,Stephen Simkins,2022-05-04
STOCKSCH105,4,5,Stephen Simkins,2022-01-27
ENVISCI515,5,2,Stephen Simkins,2021-12-21
STOCKSCH105,2,4,Stephen Simkins,2020-11-10
ENVIR101,2,4,Stephen Simkins,2020-01-09
STOCKSCH105,4,3,Stephen Simkins,2019-12-20
STOCKSCH105,3,3,Stephen Simkins,2019-12-20
STOCKSCH105,2,5,Stephen Simkins,2019-12-15
STOCKSCH105,3,5,Stephen Simkins,2019-12-10
ENVISCI101,2,4,Stephen Simkins,2019-03-18
ENSCI101,3,2,Stephen Simkins,2018-01-11
ENSCI101,2,4,Stephen Simkins,2017-12-18
STOCKSCH105,3,5,Stephen Simkins,2017-12-16
ENSCI101,3,4,Stephen Simkins,2017-12-06
ENVSCI101,3,5,Stephen Simkins,2017-10-30
STOCKSCH515,4,4,Stephen Simkins,2017-04-16
ENSCI101,2,5,Stephen Simkins,2017-01-04
ENSCI101,3,5,Stephen Simkins,2016-12-20
SOIL105,2,5,Stephen Simkins,2016-11-06
ENVISCI101,2,5,Stephen Simkins,2016-05-10
SOIL105,2,5,Stephen Simkins,2016-04-14
ENVISCI101,2,5,Stephen Simkins,2016-03-31
STOCKSCH105,2,4,Stephen Simkins,2016-03-23
ENVISCI101,2,1,Stephen Simkins,2016-01-28
ENSCI101,3,3,Stephen Simkins,2015-12-07
ENVISCI101,2,4,Stephen Simkins,2015-12-02
ENVSCI101,1,3,Stephen Simkins,2015-03-26
ENVISCI101,1,5,Stephen Simkins,2015-01-14
SUS105,4,4,Stephen Simkins,2014-12-23
STOCKSCH105,5,5,Stephen Simkins,2014-10-31
STOCKSCH105,3,4,Stephen Simkins,2014-05-03
STOCKSCH105,2,5,Stephen Simkins,2013-12-05
ENVISCI,2,5,Stephen Simkins,2013-04-28
EVIRO101,4,2,Stephen Simkins,2013-03-26
ENVIR101,2,4,Stephen Simkins,2012-12-14
SOILS105,2,4,Stephen Simkins,2012-04-20
ENSCI101,1,3,Stephen Simkins,2011-12-13
ENVI01,2,2,Stephen Simkins,2011-04-03
SOIL106,5,3,Stephen Simkins,2010-05-13
ENVI101,4,5,Stephen Simkins,2009-12-23
SOILS106,5,2,Stephen Simkins,2009-11-19
SOILS106,4,2,Stephen Simkins,2009-04-08
ENVSCI,3,5,Stephen Simkins,2008-12-16
ENV101,1,4,Stephen Simkins,2008-09-02
SOILS101,2,5,Stephen Simkins,2008-05-08
ENVSC101,1,5,Stephen Simkins,2007-05-22
SOILS105,3,4,Stephen Simkins,2007-05-02
ENVSC101,1,4,Stephen Simkins,2006-11-30
ENSCI101,2,3,Stephen Simkins,2006-11-29
ENVIR100,2,5,Stephen Simkins,2006-11-28
ENVSC101,2,4,Stephen Simkins,2006-11-18
PLSOILIN105,4,5,Stephen Simkins,2006-05-24
INTROSOILS105,2,5,Stephen Simkins,2006-05-19
ENVSCI101,2,4,Stephen Simkins,2005-01-18
ENVSCI101,3,5,Stephen Simkins,2005-01-18
ENVISCI515,3,5,Stephen Simkins,2004-04-19
ENVSCI101,1,5,Stephen Simkins,2003-12-07
ENVISCI10,1,5,Stephen Simkins,2003-12-04
ENVSCI101,3,3,Stephen Simkins,2003-08-22
SOIL105,2,5,Stephen Simkins,2003-05-14
ENVSCI100,3,3,Stephen Simkins,2003-04-26
SOILS105,1,5,Stephen Simkins,2003-04-19
ENVSCI305,3,4,Stephen Simkins,2002-12-16
HISTORYOFEARTH,3,5,R. Mark Leckie,2024-05-12
103,1,5,R. Mark Leckie,2023-05-03
GEO103,2,4,R. Mark Leckie,2023-04-27
GEOLOGY103,1,5,R. Mark Leckie,2023-04-25
OCEAN101,3,5,R. Mark Leckie,2023-04-13
103,1,5,R. Mark Leckie,2023-03-20
GEO103,3,4,R. Mark Leckie,2022-12-28
GEO103,2,5,R. Mark Leckie,2022-12-20
GEO103,2,5,R. Mark Leckie,2022-12-14
GEO103,2,5,R. Mark Leckie,2022-12-09
GEO103,1,5,R. Mark Leckie,2022-12-09
GEO103,2,5,R. Mark Leckie,2022-12-06
GEO103,1,5,R. Mark Leckie,2022-12-02
GEO201,3,5,R. Mark Leckie,2022-05-16
GEO103,2,4,R. Mark Leckie,2021-02-12
GEO103,2,5,R. Mark Leckie,2020-12-16
GEOLOGY103,2,4,R. Mark Leckie,2020-11-16
GEO103,4,5,R. Mark Leckie,2020-09-14
GEO103,3,4,R. Mark Leckie,2019-07-29
GEO103,3,4,R. Mark Leckie,2019-04-04
GEO103,1,5,R. Mark Leckie,2019-01-20
GEO103,1,5,R. Mark Leckie,2019-01-16
GEO103,4,3,R. Mark Leckie,2018-11-24
GEO103,1,5,R. Mark Leckie,2018-11-01
GEO103,2,5,R. Mark Leckie,2018-10-25
GEO103,3,5,R. Mark Leckie,2018-10-20
GEO201,3,5,R. Mark Leckie,2018-09-25
GEO201,1,5,R. Mark Leckie,2017-05-16
GEO103,2,4,R. Mark Leckie,2017-01-14
GEO103,3,5,R. Mark Leckie,2016-11-17
GEO103,4,3,R. Mark Leckie,2016-11-03
GEO201,3,5,R. Mark Leckie,2016-04-03
GEO103,2,3,R. Mark Leckie,2015-03-27
GEO103,2,5,R. Mark Leckie,2014-12-21
104,5,2,R. Mark Leckie,2014-12-08
103,3,3,R. Mark Leckie,2014-12-01
103,4,3,R. Mark Leckie,2014-11-29
103,4,2,R. Mark Leckie,2014-11-17
OCEANOGRAPHY,2,5,R. Mark Leckie,2014-11-17
103,4,3,R. Mark Leckie,2014-11-06
GEO103,4,2,R. Mark Leckie,2011-11-27
GEOSC103,2,5,R. Mark Leckie,2010-05-08
GEO103,1,5,R. Mark Leckie,2010-04-04
FORAM5555,3,5,R. Mark Leckie,2010-03-20
GEOSC103,2,5,R. Mark Leckie,2010-01-24
GEOSC103,1,5,R. Mark Leckie,2009-12-16
GEOSC201,2,5,R. Mark Leckie,2009-06-08
OCEAN101,4,5,R. Mark Leckie,2009-01-19
GEO103,3,5,R. Mark Leckie,2009-01-17
GEO103,1,5,R. Mark Leckie,2008-12-22
GEOSC103,2,5,R. Mark Leckie,2008-12-19
GEO103,1,5,R. Mark Leckie,2008-11-27
GEO103,2,5,R. Mark Leckie,2008-11-08
GEOGEO,3,5,R. Mark Leckie,2008-04-06
GEOSC103,1,5,R. Mark Leckie,2007-01-05
OCEAN103,3,4,R. Mark Leckie,2006-11-22
GEO103,1,5,R. Mark Leckie,2006-11-07
OCEAN103,1,5,R. Mark Leckie,2006-11-06
GEO201,4,5,R. Mark Leckie,2005-12-09
HISTORYOFEARTH,3,5,R. Mark Leckie,2005-08-30
ADVISOR,3,5,R. Mark Leckie,2005-05-16
GEO201,3,5,R. Mark Leckie,2005-05-11
GEOSCIENCE103,2,3,R. Mark Leckie,2005-01-10
GEO103,3,5,R. Mark Leckie,2005-01-10
GEO103,4,3,R. Mark Leckie,2004-11-22
GEO201,3,5,R. Mark Leckie,2004-09-09
GEOSCI201,2,5,R. Mark Leckie,2004-09-08
GEO591P,3,5,R. Mark Leckie,2004-05-27
GEO201,4,5,R. Mark Leckie,2003-04-22
GEO103,3,5,R. Mark Leckie,2003-04-21
GEO201,3,5,R. Mark Leckie,2003-04-21
GEO250,2,5,R. Mark Leckie,2003-04-21
GEO201,3,5,R. Mark Leckie,2003-04-19
GEO201,4,5,R. Mark Leckie,2003-04-17
CHIN155,2,4,Donald Gjertson,2011-05-18
CHIN155,1,4,Donald Gjertson,2011-01-01
CHIN155,4,2,Donald Gjertson,2010-12-15
CHIN155,2,4,Donald Gjertson,2010-06-08
CHIN155,4,1,Donald Gjertson,2010-05-31
CHINE155,4,2,Donald Gjertson,2010-05-06
CHIN155,1,5,Donald Gjertson,2010-05-03
CHIN155,3,3,Donald Gjertson,2010-01-03
CHI133,2,5,Donald Gjertson,2009-12-10
CHIN155,3,4,Donald Gjertson,2009-12-06
CHINE155,4,2,Donald Gjertson,2009-06-03
CHIN155,5,1,Donald Gjertson,2009-05-30
CHIN155,1,4,Donald Gjertson,2009-05-18
CHIN105,5,1,Donald Gjertson,2009-02-04
CHIN155,4,1,Donald Gjertson,2009-01-28
CHI155,2,3,Donald Gjertson,2008-12-18
CHIN155,4,2,Donald Gjertson,2008-11-24
CHIN155,3,4,Donald Gjertson,2008-11-12
CHIN155,3,5,Donald Gjertson,2008-11-05
CHIN155,5,1,Donald Gjertson,2008-09-26
CHINE155,1,5,Donald Gjertson,2008-09-11
CHN155,5,1,Donald Gjertson,2008-08-28
CHINE155,5,1,Donald Gjertson,2008-06-12
CHINE155,5,1,Donald Gjertson,2008-06-12
CHIN155,5,1,Donald Gjertson,2008-06-03
CHIN155,2,4,Donald Gjertson,2007-11-26
CHIN155,3,2,Donald Gjertson,2007-04-11
CHIN155,1,4,Donald Gjertson,2007-01-25
CHIN155,2,5,Donald Gjertson,2006-12-19
CHIN155,2,3,Donald Gjertson,2006-11-29
CHIN155,2,2,Donald Gjertson,2006-11-24
CHINE155,2,4,Donald Gjertson,2006-11-20
CHINE155,4,2,Donald Gjertson,2006-11-04
CHIN155,5,3,Donald Gjertson,2006-09-06
